date,temperature
1702508401000,-1.0999999999999979
1702508445000,-1.3000000000000007
1702508490000,-1.3000000000000007
1702508535000,-1.1999999999999993
1702508581000,-1.1999999999999993
1702508625000,-1.1999999999999993
1702508670000,-1.3000000000000007
1702508715000,-1.3000000000000007
1702508761000,-1.3000000000000007
1702508805000,-1.3000000000000007
1702508850000,-1.3000000000000007
1702508895000,-1.2000000000000028
1702508941000,-1.2000000000000028
1702508985000,-1.3000000000000007
1702509030000,-1.3000000000000007
1702509075000,-1.2000000000000028
1702509121000,-1.2000000000000028
1702509165000,-1.3999999999999986
1702509210000,-1.3999999999999986
1702509255000,-1.3999999999999986
1702509301000,-1.3999999999999986
1702509345000,-1.3000000000000007
1702509390000,-1.4000000000000021
1702509435000,-1.8000000000000007
1702509481000,-1.8000000000000007
1702509525000,-1.4000000000000021
1702509570000,-1.4000000000000021
1702509615000,-1.5
1702509661000,-1.5
1702509705000,-1.3000000000000007
1702509750000,-1.3000000000000007
1702509795000,-1.5
1702509841000,-1.5
1702509885000,-1.4000000000000021
1702509930000,-1.5
1702509975000,-1.5
1702510021000,-1.5
1702510065000,-1.5
1702510110000,-1.5
1702510155000,-1.3999999999999986
1702510201000,-1.3999999999999986
1702510245000,-1.5
1702510290000,-1.5
1702510335000,-1.5999999999999979
1702510381000,-1.5999999999999979
1702510425000,-1.5
1702510470000,-1.6000000000000014
1702510515000,-1.6000000000000014
1702510561000,-1.6000000000000014
1702510605000,-1.5
1702510650000,-1.5
1702510695000,-1.5
1702510741000,-1.5
1702510785000,-1.8000000000000007
1702510830000,-1.8000000000000007
1702510875000,-1.6000000000000014
1702510921000,-1.6000000000000014
1702510965000,-1.6000000000000014
1702511010000,-1.6000000000000014
1702511055000,-1.7000000000000028
1702511101000,-1.7000000000000028
1702511145000,-1.6000000000000014
1702511190000,-1.6000000000000014
1702511235000,-1.6000000000000014
1702511281000,-1.6000000000000014
1702511325000,-1.6000000000000014
1702511370000,-1.6999999999999993
1702511415000,-1.6999999999999993
1702511461000,-1.6999999999999993
1702511505000,-1.5999999999999979
1702511550000,-1.5999999999999979
1702511595000,-1.6999999999999993
1702511640000,-1.8000000000000007
1702511685000,-1.8000000000000007
1702511730000,-1.8000000000000007
1702511775000,-1.8000000000000007
1702511820000,-1.8000000000000007
1702511865000,-1.8000000000000007
1702511910000,-1.8000000000000007
1702511955000,-1.9000000000000021
1702512000000,-1.9000000000000021
1702512045000,-1.9000000000000021
1702512090000,-1.9000000000000021
1702512135000,-1.8000000000000007
1702512180000,-1.8000000000000007
1702512225000,-1.6999999999999993
1702512270000,-1.7999999999999972
1702512315000,-2
1702512360000,-2
1702512405000,-1.7999999999999972
1702512450000,-1.7999999999999972
1702512495000,-1.6999999999999993
1702512540000,-1.6999999999999993
1702512585000,-1.8999999999999986
1702512630000,-1.8999999999999986
1702512675000,-1.7999999999999972
1702512720000,-1.7999999999999972
1702512765000,-1.7999999999999972
1702512810000,-1.7999999999999972
1702512855000,-1.8999999999999986
1702512900000,-1.8999999999999986
1702512945000,-1.8999999999999986
1702512990000,-1.8999999999999986
1702513035000,-2
1702513080000,-2
1702513125000,-2
1702513170000,-2
1702513215000,-2.1000000000000014
1702513260000,-2.1000000000000014
1702513305000,-1.8999999999999986
1702513350000,-1.8999999999999986
1702513395000,-1.9000000000000021
1702513440000,-1.9000000000000021
1702513485000,-2.1000000000000014
1702513530000,-2.1000000000000014
1702513575000,-2
1702513620000,-2
1702513665000,-1.9000000000000021
1702513710000,-1.9000000000000021
1702513755000,-2
1702513800000,-2
1702513845000,-2
1702513890000,-2
1702513935000,-1.8000000000000007
1702513980000,-1.8000000000000007
1702514025000,-2
1702514070000,-2
1702514115000,-2.1000000000000014
1702514160000,-2.1999999999999993
1702514205000,-2
1702514250000,-2
1702514295000,-2.099999999999998
1702514340000,-2.099999999999998
1702514385000,-2
1702514430000,-2
1702514475000,-2.099999999999998
1702514520000,-2.099999999999998
1702514565000,-1.8999999999999986
1702514610000,-2
1702514655000,-2.3000000000000007
1702514700000,-2.3000000000000007
1702514745000,-2.1000000000000014
1702514790000,-2.1000000000000014
1702514835000,-2.1999999999999993
1702514880000,-2.1999999999999993
1702514925000,-2.1000000000000014
1702514970000,-2.1000000000000014
1702515015000,-2.1000000000000014
