date,amplitude
1700900727000,0.5283203125
1700900855000,0.5283203125
1700901035000,0.4541015625
1700901215000,0.51416015625
1700901395000,0.45849609375
1700901575000,0.546630859375
1700901755000,0.4423828125
1700901935000,0.561767578125
1700902115000,0.52978515625
1700902295000,0.457275390625
1700902475000,0.45556640625
1700902655000,0.70361328125
1700902835000,0.5166015625
1700903015000,0.46484375
1700903195000,0.45556640625
1700903375000,0.513427734375
1700903555000,0.615478515625
1700903735000,0.485107421875
1700903915000,0.517333984375
1700904095000,0.54296875
1700904275000,0.495361328125
1700904455000,0.560302734375
1700904635000,0.521484375
1700904815000,0.5517578125
1700904995000,0.48779296875
1700905175000,0.459716796875
1700905355000,0.44189453125
1700905535000,0.50927734375
1700905715000,0.563720703125
1700905895000,0.5869140625
1700906075000,0.556396484375
1700906255000,0.6279296875
1700906435000,0.53662109375
1700906615000,0.4423828125
1700906795000,0.481689453125
1700906975000,0.57373046875
1700907155000,0.53564453125
1700907335000,0.558349609375
1700907515000,0.519287109375
1700907695000,0.539306640625
1700907875000,0.46533203125
1700908055000,0.595947265625
1700908235000,0.491943359375
1700908415000,0.454833984375
1700908595000,0.52490234375
1700908775000,0.552490234375
1700908955000,0.418701171875
1700909135000,0.53173828125
1700909315000,0.428955078125
1700909495000,0.510009765625
1700909675000,0.466796875
1700909855000,0.5498046875
1700910035000,0.52734375
1700910215000,0.47216796875
1700910395000,0.481201171875
1700910575000,0.47509765625
1700910755000,0.484619140625
1700910935000,0.569091796875
1700911115000,0.55517578125
1700911295000,0.596435546875
1700911475000,0.5380859375
1700911655000,0.50927734375
1700911835000,0.41259765625
1700912015000,0.48974609375
1700912195000,0.518798828125
1700912330000,0.562744140625
1700912735000,0.552490234375
1700912870000,0.552490234375
1700913050000,0.487548828125
1700913230000,0.496337890625
1700913410000,0.5390625
1700913590000,0.574462890625
1700913770000,0.451904296875
1700913950000,0.5146484375
1700914130000,0.67919921875
1700914310000,0.572509765625
1700914490000,0.5400390625
1700914670000,0.599853515625
1700914850000,0.574462890625
1700915030000,0.49365234375
1700915210000,0.542724609375
1700915390000,0.530029296875
1700915570000,0.494140625
1700915750000,0.416748046875
1700915930000,0.548828125
1700916110000,0.5478515625
1700916290000,0.526611328125
