date,temperature
1700900727000,-0.5999999999999979
1700900765000,-0.5999999999999979
1700900810000,-0.5
1700900855000,-0.5
1700900901000,-0.8000000000000007
1700900945000,-0.6999999999999993
1700900990000,-0.5999999999999979
1700901035000,-0.5
1700901081000,-0.5
1700901125000,-0.3999999999999986
1700901170000,-0.6000000000000014
1700901215000,-0.5
1700901261000,-0.5
1700901305000,-0.5
1700901350000,-0.3000000000000007
1700901395000,-0.1999999999999993
1700901441000,-0.40000000000000213
1700901485000,-0.40000000000000213
1700901530000,-0.29999999999999716
1700901575000,-0.29999999999999716
1700901621000,0
1700901665000,0
1700901710000,-0.1999999999999993
1700901755000,-0.10000000000000142
1700901801000,-0.10000000000000142
1700901845000,0
1700901890000,-0.09999999999999787
1700901935000,0
1700901981000,0
1700902025000,0.10000000000000142
1700902070000,0.09999999999999787
1700902115000,0.09999999999999787
1700902161000,0
1700902205000,0.10000000000000142
1700902250000,0.1999999999999993
1700902295000,0.1999999999999993
1700902341000,0.40000000000000213
1700902385000,0.5
1700902430000,0.09999999999999787
1700902475000,0.1999999999999993
1700902521000,0.40000000000000213
1700902565000,0.40000000000000213
1700902610000,0.8000000000000007
1700902655000,0.8000000000000007
1700902701000,0.6999999999999993
1700902745000,0.7999999999999972
1700902790000,0.7999999999999972
1700902835000,0.8999999999999986
1700902881000,0.6000000000000014
1700902925000,0.7000000000000028
1700902970000,0.8000000000000007
1700903015000,0.8999999999999986
1700903061000,0.8999999999999986
1700903105000,1
1700903150000,0.7999999999999972
1700903195000,0.7999999999999972
1700903241000,1
1700903285000,1.1000000000000014
1700903330000,1.2000000000000028
1700903375000,1.3000000000000007
1700903421000,1.1999999999999993
1700903465000,1.2999999999999972
1700903510000,1.3999999999999986
1700903555000,1.5
1700903601000,1.5999999999999979
1700903645000,1.5999999999999979
1700903690000,1.6000000000000014
1700903735000,1.6999999999999993
1700903781000,1.6999999999999993
1700903825000,1.6999999999999993
1700903870000,1.6999999999999993
1700903915000,1.8000000000000007
1700903961000,1.8000000000000007
1700904005000,1.8000000000000007
1700904050000,1.8000000000000007
1700904095000,1.8000000000000007
1700904140000,1.8000000000000007
1700904185000,1.8000000000000007
1700904230000,1.8999999999999986
1700904275000,1.8999999999999986
1700904320000,1.8999999999999986
1700904365000,2
1700904410000,2
1700904455000,2
1700904500000,2
1700904545000,2.099999999999998
1700904590000,2.099999999999998
1700904635000,2.099999999999998
1700904680000,2
1700904725000,2
1700904770000,2.1999999999999993
