date,rms
1702283677000,0.74462890625
1702283760000,0.74462890625
1702283940000,0.9033203125
1702284120000,0.8203125
1702284300000,0.927734375
1702284480000,0.97412109375
1702284660000,0.87890625
1702284840000,1.07666015625
1702285020000,0.93505859375
1702285200000,1.064453125
1702285380000,1.03271484375
1702285560000,0.92041015625
1702285740000,0.99365234375
1702285920000,1.00830078125
1702286100000,1.00830078125
1702286280000,0.79345703125
1702286460000,1.00830078125
1702286640000,1.3037109375
1702286820000,1.11572265625
1702287000000,0.92529296875
1702287180000,0.93994140625
1702287360000,0.87890625
1702287540000,1.0107421875
1702287720000,1.00341796875
1702287900000,1.01806640625
1702288080000,1.10107421875
1702288260000,1.0302734375
1702288440000,1.16455078125
1702288620000,0.89111328125
1702288800000,0.9375
1702288980000,0.8740234375
1702289160000,1.0888671875
1702289340000,0.97900390625
1702289520000,1.064453125
1702289700000,0.90087890625
1702289880000,1.20849609375
1702290060000,1.04736328125
1702290240000,0.947265625
1702290420000,0.91796875
1702290600000,0.9619140625
1702290780000,1.10107421875
1702290960000,0.8544921875
1702291140000,1.04248046875
1702291320000,1.00830078125
1702291500000,0.8740234375
1702291680000,0.9765625
1702291860000,0.88623046875
1702292040000,1.08154296875
1702292220000,0.888671875
1702292400000,0.966796875
1702292580000,0.96923828125
1702292760000,1.01318359375
1702292940000,0.93994140625
1702293120000,0.9423828125
1702293300000,0.8740234375
1702293480000,1.00830078125
1702293660000,0.9912109375
1702293840000,0.73974609375
1702294020000,0.89111328125
1702294200000,0.83740234375
1702294380000,0.908203125
1702294560000,0.83251953125
1702294740000,0.84716796875
1702294920000,0.8349609375
1702295100000,1.1767578125
1702295280000,0.93994140625
1702295685000,0.88623046875
1702295775000,0.88623046875
1702295955000,1.00341796875
1702296135000,1.05224609375
1702296315000,0.8740234375
1702296495000,0.92529296875
1702296675000,0.8984375
1702296855000,0.9033203125
1702297035000,0.8447265625
1702297215000,0.96923828125
1702297395000,0.93994140625
1702297575000,0.91552734375
1702297755000,0.849609375
1702297935000,0.87158203125
1702298115000,0.830078125
1702298295000,0.88623046875
1702298475000,0.73974609375
1702298655000,0.76171875
1702298835000,0.90087890625
1702299015000,0.7373046875
1702299195000,0.7470703125
1702299375000,0.8447265625
1702299555000,0.86669921875
1702299735000,0.12451171875
1702299915000,0.12451171875
1702300095000,0.146484375
1702300275000,0.16845703125
1702300455000,0.13916015625
1702300635000,0.1953125
1702300815000,0.1318359375
1702300995000,0.1171875
1702301175000,0.1513671875
1702301355000,0.1171875
1702301535000,0.08544921875
1702301715000,0.1513671875
1702301895000,0.13671875
1702302075000,0.1416015625
1702302255000,0.107421875
1702302435000,0.087890625
1702302615000,0.10009765625
1702302795000,0.1806640625
1702302975000,0.12939453125
1702303155000,0.21484375
