date,temperature
1702854302000,18.7
1702854887000,18.7
1702855472000,18.7
1702856057000,18.6
1702856687000,18.6
1702857272000,18.8
1702857857000,18.7
1702858487000,18.6
1702859072000,18.7
1702859657000,18.8
1702860287000,18.8
1702860872000,18.7
1702861457000,18.7
1702862087000,18.7
1702862672000,18.8
1702863257000,18.7
1702863887000,19
1702864472000,18.7
1702865057000,18.8
1702865687000,18.7
1702866272000,18.7
1702866857000,18.8
1702867487000,18.7
1702868072000,18.8
1702868657000,18.9
1702869287000,18.8
1702869872000,18.8
1702870457000,18.9
1702871087000,18.8
1702871671000,18.8
1702872256000,18.9
1702872886000,18.9
1702873471000,18.7
1702874056000,18.8
1702874686000,18.9
1702875271000,18.9
1702875856000,18.8
1702876486000,19
1702877071000,18.9
1702877656000,19
1702878286000,18.9
1702878871000,19
1702879456000,19.1
1702880086000,19.3
1702880671000,19.4
1702881256000,19.5
1702881886000,19.3
1702882471000,19.4
1702883056000,19.6
1702883686000,19.6
1702884271000,19.6
1702884856000,19.7
1702885486000,19.7
1702886071000,19.8
1702886656000,19.7
1702887286000,19.7
1702887871000,20
1702888456000,19.9
1702889086000,19.9
1702889678000,20.1
1702889716000,20
1702889761000,20
1702889806000,19.9
1702889851000,19.9
1702889896000,19.9
1702889941000,19.9
1702889986000,20
1702890031000,20
1702890076000,19.9
1702890121000,19.9
1702890166000,20
1702890211000,20
1702890256000,20
1702890301000,20
1702890346000,20.1
1702890391000,20.1
1702890436000,20.1
1702890481000,20.1
1702890526000,20
1702890571000,20
1702890616000,20.2
1702890661000,20.2
1702890706000,19.9
1702890751000,19.9
1702890796000,20.2
1702890841000,20.2
1702890886000,20.1
1702890931000,20.1
1702890976000,20.1
1702891021000,20.1
1702891066000,20.2
1702891111000,20.2
1702891156000,20.1
1702891201000,20.1
1702891246000,20.1
1702891291000,20.1
1702891336000,20.2
1702891381000,20.2
1702891426000,20.2
1702891471000,20.2
1702891516000,20.1
1702891561000,20.1
1702891606000,20.1
1702891651000,20.1
1702891696000,20.1
1702891741000,20.1
1702891786000,20.3
1702891831000,20.3
1702891876000,20.3
1702891921000,20.3
1702891966000,20.3
1702892011000,20.3
1702892056000,20.3
1702892101000,20.3
1702892146000,20.3
1702892191000,20.3
1702892236000,20.2
1702892281000,20.2
1702892326000,20.3
1702892371000,20.3
1702892416000,20.4
1702892461000,20.4
1702892506000,20.3
1702892551000,20.3
1702892596000,20.4
1702892641000,20.4
1702892686000,20.4
1702892731000,20.4
1702892776000,20.5
1702892821000,20.5
1702892866000,20.4
1702892911000,20.4
1702892956000,20.4
1702893001000,20.4
1702893046000,20.5
1702893091000,20.5
1702893270000,20.5
1702893315000,20.5
1702893360000,20.6
1702893405000,20.6
1702893450000,20.6
1702893495000,20.6
1702893540000,20.6
1702893585000,20.6
1702893630000,20.6
1702893675000,20.6
1702893720000,20.7
1702893765000,20.7
1702893810000,20.6
1702893855000,20.6
1702893900000,20.7
1702893945000,20.7
1702893990000,20.7
1702894035000,20.7
1702894080000,20.8
1702894125000,20.8
1702894170000,20.8
1702894215000,20.8
1702894260000,20.7
1702894305000,20.7
1702894350000,20.8
1702894395000,20.8
1702894440000,20.8
1702894485000,20.8
1702894530000,20.9
1702894575000,20.9
1702894620000,20.9
