date,temperature
1702854038000,-2.799999999999999
1702854623000,-2.799999999999999
1702855253000,-2.799999999999999
1702855838000,-2.700000000000001
1702856423000,-2.8000000000000007
1702857008000,-3
1702857638000,-2.8999999999999986
1702858223000,-2.700000000000001
1702858808000,-2.799999999999999
1702859438000,-3
1702860023000,-2.9000000000000004
1702860608000,-2.799999999999999
1702861238000,-2.799999999999999
1702861823000,-2.799999999999999
1702862408000,-2.9000000000000004
1702863038000,-2.799999999999999
1702863623000,-3.0999999999999996
1702864208000,-2.799999999999999
1702864838000,-2.9000000000000004
1702865423000,-2.799999999999999
1702866008000,-2.799999999999999
1702866638000,-2.9000000000000004
1702867223000,-2.799999999999999
1702867808000,-2.9000000000000004
1702868438000,-2.9999999999999982
1702869023000,-2.9000000000000004
1702869608000,-2.9000000000000004
1702870238000,-2.9999999999999982
1702870823000,-2.9000000000000004
1702871408000,-2.9000000000000004
1702872038000,-2.9999999999999982
1702872623000,-2.9999999999999982
1702873208000,-2.799999999999999
1702873838000,-2.9000000000000004
1702874423000,-2.9999999999999982
1702875008000,-2.9999999999999982
1702875638000,-2.9000000000000004
1702876223000,-3.0999999999999996
1702876808000,-2.9999999999999982
1702877438000,-3
1702878023000,-2.8999999999999986
1702878608000,-2.8999999999999986
1702879238000,-3
1702879823000,-3.1000000000000014
1702880408000,-3.1999999999999993
1702881038000,-3.1999999999999993
1702881623000,-2.900000000000002
1702882208000,-3
1702882838000,-3.1000000000000014
1702883423000,-3.1000000000000014
1702884008000,-3
1702884638000,-3.099999999999998
1702885222000,-3.099999999999998
1702885807000,-3.1000000000000014
1702886437000,-3
1702887022000,-3
1702887607000,-3.3000000000000007
1702888237000,-3.099999999999998
1702888822000,-3
1702889414000,-3
1702889452000,-3
1702889497000,-2.8999999999999986
1702889542000,-3
1702889587000,-3
1702889632000,-2.900000000000002
1702889677000,-2.8000000000000007
1702889722000,-2.6999999999999993
1702889767000,-2.5
1702889812000,-2.3999999999999986
1702889857000,-2.3999999999999986
1702889902000,-2.299999999999997
1702889947000,-2.3999999999999986
1702889992000,-2.3000000000000007
1702890037000,-2.099999999999998
1702890082000,-2.099999999999998
1702890127000,-2.1000000000000014
1702890172000,-2.1000000000000014
1702890217000,-2
1702890262000,-1.8999999999999986
1702890307000,-2
1702890352000,-1.9000000000000021
1702890397000,-1.9000000000000021
1702890442000,-1.8000000000000007
1702890487000,-1.6000000000000014
1702890532000,-1.6000000000000014
1702890577000,-1.8000000000000007
1702890622000,-1.6999999999999993
1702890667000,-1.2999999999999972
