IS1HV,IS1VAP,IS1HAP,IS1VA,IS1VV,IS1AA,IS1AV,IS1AAP
0.322265625,0.947509765625,0.54736328125,0.12109375,0.71533203125,0.22900390625,1.2646484375,1.51953125
0.27099609375,0.77783203125,0.489990234375,0.12109375,0.55419921875,0.20361328125,0.96435546875,1.45849609375
0.341796875,0.894287109375,0.671875,0.115234375,0.6982421875,0.206787109375,1.11572265625,1.8564453125
0.361328125,1.04541015625,0.6123046875,0.123779296875,0.6494140625,0.210205078125,1.123046875,1.841064453125
0.33447265625,1.129638671875,0.588134765625,0.119384765625,0.60302734375,0.20703125,1.4013671875,1.7919921875
0.322265625,1.066162109375,0.58349609375,0.128173828125,0.6591796875,0.2001953125,0.9912109375,1.4794921875
0.25390625,0.899169921875,0.541259765625,0.121337890625,0.615234375,0.1953125,1.21337890625,1.43994140625
0.3369140625,0.8837890625,0.58984375,0.125244140625,0.56640625,0.192138671875,1.20361328125,1.675537109375
0.390625,0.837890625,0.498291015625,0.125732421875,0.54931640625,0.232666015625,1.28173828125,1.51220703125
0.29052734375,0.81396484375,0.44970703125,0.11767578125,0.5810546875,0.228759765625,1.15478515625,1.6201171875
0.29541015625,0.766357421875,0.444580078125,0.132080078125,0.57861328125,0.242431640625,1.318359375,1.43408203125
0.361328125,0.843994140625,0.580810546875,0.128173828125,0.65673828125,0.185546875,1.01318359375,1.283447265625
0.35888671875,0.864501953125,0.532958984375,0.121337890625,0.71533203125,0.2255859375,1.1328125,1.517578125
0.29052734375,0.738525390625,0.54541015625,0.1337890625,0.57373046875,0.22607421875,0.99609375,1.59814453125
0.34423828125,0.738525390625,0.54541015625,0.123291015625,0.68603515625,0.2236328125,1.16943359375,1.59814453125
0.35888671875,0.760986328125,0.50830078125,0.13232421875,0.5712890625,0.228271484375,1.220703125,1.595947265625
0.3662109375,0.708740234375,0.5166015625,0.12451171875,0.55908203125,0.22412109375,1.1328125,1.478271484375
0.41259765625,0.7763671875,0.5302734375,0.1298828125,0.6982421875,0.23486328125,1.55517578125,1.589111328125
0.31982421875,0.7392578125,0.509765625,0.12353515625,0.78125,0.215576171875,1.1279296875,1.425537109375
0.35400390625,0.804931640625,0.50927734375,0.127197265625,0.791015625,0.256103515625,1.3037109375,1.529541015625
0.33447265625,1.0673828125,0.597900390625,0.128662109375,0.68359375,0.2333984375,1.1669921875,1.388916015625
0.35888671875,0.745849609375,0.496337890625,0.125,0.5712890625,0.23046875,1.23779296875,1.37060546875
0.341796875,0.730224609375,0.519775390625,0.122802734375,0.4931640625,0.248779296875,1.3232421875,1.7294921875
0.380859375,0.957275390625,0.52392578125,0.1279296875,0.76904296875,0.246826171875,1.40380859375,1.8310546875
0.31494140625,0.84619140625,0.50732421875,0.129638671875,0.72509765625,0.232666015625,1.1767578125,1.466796875
0.2880859375,0.784423828125,0.51708984375,0.120849609375,0.57373046875,0.204345703125,1.025390625,1.3564453125
0.38818359375,0.950439453125,0.528564453125,0.123779296875,0.5712890625,0.2158203125,0.947265625,1.4990234375
0.36376953125,0.939697265625,0.5615234375,0.125732421875,0.654296875,0.209228515625,1.19384765625,2.015380859375
0.33935546875,0.748291015625,0.487060546875,0.128173828125,0.595703125,0.239990234375,1.328125,1.62646484375
0.361328125,0.841552734375,0.587890625,0.140380859375,0.76904296875,0.23388671875,1.2353515625,1.653564453125
0.29296875,0.698974609375,0.621337890625,0.127685546875,0.80078125,0.216552734375,1.04736328125,1.46142578125
0.41015625,0.734619140625,0.536865234375,0.12060546875,0.5810546875,0.225830078125,1.2060546875,1.5380859375
0.32958984375,0.944580078125,0.538818359375,0.118896484375,0.5908203125,0.2099609375,1.1669921875,1.75341796875
0.34912109375,0.875,0.51806640625,0.123046875,0.732421875,0.222412109375,1.328125,1.383544921875
0.33203125,0.7763671875,0.576171875,0.125,0.75439453125,0.22314453125,1.09375,1.4033203125
0.34912109375,0.8056640625,0.531982421875,0.128662109375,0.61767578125,0.236328125,1.30615234375,1.519287109375
0.3662109375,0.78955078125,0.54296875,0.127197265625,0.576171875,0.2236328125,1.0595703125,1.57763671875
0.31494140625,0.785400390625,0.64599609375,0.12939453125,0.77880859375,0.221435546875,1.240234375,1.44091796875
0.37353515625,0.78466796875,0.574462890625,0.12451171875,0.52978515625,0.209228515625,1.005859375,1.67578125
0.26123046875,0.792236328125,0.54638671875,0.1181640625,0.517578125,0.215576171875,1.376953125,1.409423828125
0.37109375,0.7265625,0.487060546875,0.127197265625,0.59814453125,0.22412109375,1.14013671875,1.516357421875
0.3271484375,0.90185546875,0.600830078125,0.125244140625,0.61767578125,0.2255859375,1.1572265625,1.370361328125
0.36865234375,0.765869140625,0.511962890625,0.121826171875,0.791015625,0.205078125,1.0693359375,1.724365234375
0.31982421875,0.695556640625,0.4677734375,0.126953125,0.64453125,0.24560546875,1.10595703125,1.2509765625
0.3662109375,0.80810546875,0.5048828125,0.129150390625,0.654296875,0.232666015625,1.298828125,1.294189453125
0.302734375,0.7763671875,0.57568359375,0.130126953125,0.6494140625,0.22265625,1.4013671875,2.040283203125
0.3515625,0.899169921875,0.520263671875,0.128662109375,0.49560546875,0.280029296875,1.26953125,1.516845703125
0.2734375,0.987060546875,0.557861328125,0.129638671875,0.61279296875,0.252197265625,1.26953125,1.61865234375
0.31005859375,0.73779296875,0.5458984375,0.136474609375,0.66650390625,0.2275390625,1.23291015625,1.376953125
0.26123046875,0.67578125,0.505615234375,0.119873046875,0.6494140625,0.22900390625,1.32080078125,1.562255859375
0.341796875,0.875244140625,0.511474609375,0.125,0.52490234375,0.222412109375,1.201171875,1.377685546875
0.2734375,0.785888671875,0.4775390625,0.12158203125,0.5615234375,0.211181640625,0.88134765625,1.500244140625
0.3857421875,0.892333984375,0.515625,0.131591796875,0.5908203125,0.2119140625,1.1328125,1.74560546875
0.37353515625,0.876220703125,0.604248046875,0.125,0.68115234375,0.236572265625,1.2744140625,1.54931640625
0.3515625,0.947509765625,0.51513671875,0.1171875,0.56396484375,0.2119140625,1.2744140625,1.274658203125
0.42236328125,1.234619140625,0.5244140625,0.125244140625,0.63720703125,0.226806640625,1.25,1.333740234375
0.39794921875,0.796142578125,0.4609375,0.130126953125,0.7763671875,0.24951171875,1.181640625,1.40673828125
0.29052734375,0.99951171875,0.501953125,0.1240234375,0.498046875,0.229248046875,1.1572265625,1.5009765625
0.2978515625,0.939697265625,0.508544921875,0.127685546875,0.6103515625,0.220458984375,1.1767578125,1.72705078125
0.322265625,0.938232421875,0.55419921875,0.123291015625,0.83251953125,0.21875,1.30859375,1.818359375
0.41015625,0.787109375,0.532958984375,0.12255859375,0.7470703125,0.214599609375,1.28662109375,1.487060546875
0.26611328125,0.71923828125,0.51171875,0.1240234375,0.60791015625,0.20556640625,1.17919921875,1.960205078125
