NS2AAP,NS2AA,NS2AV,NS2HAP,NS2VA,NS2VV,NS2HV,NS2VAP
1.27978515625,0.1083984375,0.1318359375,0.167236328125,0.117919921875,0.2294921875,0.1123046875,1.439453125
1.1171875,0.11279296875,0.1513671875,0.1728515625,0.117919921875,0.3125,0.1171875,1.478515625
1.0576171875,0.11865234375,0.126953125,0.167236328125,0.125,0.21728515625,0.14404296875,1.56494140625
0.65966796875,0.087646484375,0.1953125,0.1611328125,0.12158203125,0.25390625,0.2001953125,1.228515625
0.663330078125,0.082275390625,0.09765625,0.152099609375,0.144775390625,0.21484375,0.12451171875,1.364990234375
1.220703125,0.1123046875,0.13916015625,0.18701171875,0.142822265625,0.20751953125,0.146484375,1.614013671875
0.656494140625,0.090576171875,0.11962890625,0.142578125,0.1279296875,0.23681640625,0.10009765625,1.338623046875
0.947021484375,0.099853515625,0.10498046875,0.177734375,0.123046875,0.1904296875,0.15625,1.240234375
1.478759765625,0.12841796875,0.09765625,0.1474609375,0.122314453125,0.1708984375,0.14404296875,1.443115234375
1.063232421875,0.11572265625,0.1806640625,0.189208984375,0.13427734375,0.29052734375,0.12451171875,1.427734375
0.796875,0.099853515625,0.146484375,0.165283203125,0.130615234375,0.26123046875,0.1220703125,1.2607421875
1.22265625,0.11572265625,0.12939453125,0.16357421875,0.12939453125,0.23681640625,0.13427734375,1.330810546875
1.22265625,0.119384765625,0.1123046875,0.162109375,0.129150390625,0.2587890625,0.13671875,1.330322265625
1.018798828125,0.112548828125,0.16845703125,0.140380859375,0.150634765625,0.21484375,0.13916015625,1.21142578125
1.243896484375,0.134033203125,0.2197265625,0.166259765625,0.129638671875,0.20263671875,0.126953125,1.489501953125
1.359619140625,0.138671875,0.09033203125,0.15869140625,0.134765625,0.2490234375,0.1513671875,1.7919921875
1.444091796875,0.13525390625,0.1416015625,0.150390625,0.130126953125,0.234375,0.17333984375,1.213623046875
1.33740234375,0.122802734375,0.1904296875,0.160400390625,0.128662109375,0.24169921875,0.166015625,1.442138671875
0.7470703125,0.0888671875,0.1708984375,0.38818359375,0.130615234375,0.22216796875,0.1123046875,1.115966796875
1.14501953125,0.111572265625,0.18310546875,0.38818359375,0.1435546875,0.263671875,0.166015625,1.27880859375
1.31298828125,0.108642578125,0.12939453125,0.4052734375,0.132568359375,0.22216796875,0.11962890625,1.60302734375
1.543212890625,0.15234375,0.17333984375,0.447021484375,0.126953125,0.19775390625,0.12451171875,1.537353515625
1.10595703125,0.108154296875,0.15380859375,0.39306640625,0.1455078125,0.1904296875,0.10986328125,1.755615234375
1.470947265625,0.144775390625,0.13671875,0.40625,0.1455078125,0.224609375,0.11962890625,1.674072265625
1.145751953125,0.1328125,0.13427734375,0.4404296875,0.128662109375,0.14892578125,0.14892578125,1.275390625
1.21923828125,0.13232421875,0.10986328125,0.329833984375,0.1455078125,0.2392578125,0.1318359375,1.280517578125
1.845703125,0.151611328125,0.2294921875,0.361083984375,0.13525390625,0.2099609375,0.1416015625,1.383544921875
1.150390625,0.116455078125,0.166015625,0.4130859375,0.15087890625,0.1416015625,0.126953125,1.619140625
0.85302734375,0.100341796875,0.11962890625,0.39990234375,0.14208984375,0.1904296875,0.146484375,1.197509765625
1.15673828125,0.12548828125,0.126953125,0.3623046875,0.126708984375,0.29052734375,0.09765625,1.74853515625
0.967041015625,0.11474609375,0.18798828125,0.44873046875,0.152587890625,0.21484375,0.15625,1.623046875
0.913330078125,0.10546875,0.1318359375,0.3642578125,0.141845703125,0.21728515625,0.15869140625,1.228515625
1.272705078125,0.1240234375,0.10009765625,0.422119140625,0.14599609375,0.205078125,0.12939453125,1.349609375
1.47509765625,0.14501953125,0.126953125,0.371337890625,0.132568359375,0.2197265625,0.205078125,1.530029296875
0.783447265625,0.09228515625,0.10986328125,0.380859375,0.150634765625,0.18798828125,0.126953125,1.154541015625
1.2783203125,0.154541015625,0.12939453125,0.3935546875,0.146240234375,0.185546875,0.10986328125,1.668701171875
1.1435546875,0.111572265625,0.2099609375,0.461669921875,0.15478515625,0.17578125,0.11474609375,1.216552734375
1.225830078125,0.12109375,0.16845703125,0.462158203125,0.134033203125,0.2392578125,0.13916015625,1.857421875
1.5419921875,0.138427734375,0.2001953125,0.494873046875,0.13525390625,0.2392578125,0.126953125,1.306884765625
0.625,0.094482421875,0.13427734375,0.425537109375,0.13671875,0.322265625,0.1611328125,1.115966796875
1.199951171875,0.13818359375,0.13916015625,0.5595703125,0.14599609375,0.23681640625,0.10009765625,1.54443359375
1.336181640625,0.141357421875,0.13916015625,0.434326171875,0.13818359375,0.224609375,0.10498046875,1.381103515625
1.196044921875,0.1416015625,0.15869140625,0.38427734375,0.138671875,0.13916015625,0.1513671875,1.576416015625
1.37158203125,0.14892578125,0.13427734375,0.48779296875,0.134521484375,0.234375,0.146484375,1.49658203125
1.328125,0.140869140625,0.17822265625,0.491455078125,0.13525390625,0.31494140625,0.15380859375,1.321044921875
1.529296875,0.158447265625,0.18798828125,0.464599609375,0.13623046875,0.20263671875,0.16357421875,1.4921875
1.21240234375,0.14697265625,0.15625,0.38134765625,0.142578125,0.18310546875,0.1318359375,1.56591796875
1.427001953125,0.12841796875,0.2099609375,0.487060546875,0.145751953125,0.19775390625,0.126953125,1.328369140625
0.9130859375,0.10107421875,0.17578125,0.502197265625,0.151123046875,0.26611328125,0.11962890625,1.224609375
