Machine 1 - 2_Motor DE - 5c1382 date,Machine 1 - 2_Motor DE - 5c1382 rms,Machine 1 - 1_Motor NDE - 5c132d date,Machine 1 - 1_Motor NDE - 5c132d rms
1703315367000,1379.8828125,1703315052000,1322.509765625
1703315547000,1305.908203125,1703315090000,1322.509765625
1703315727000,1343.017578125,1703315270000,1362.548828125
1703315907000,1320.068359375,1703315450000,1351.806640625
1703316087000,1304.931640625,1703315630000,1333.0078125
1703316267000,1306.396484375,1703315810000,1346.6796875
1703316447000,1409.423828125,1703315990000,1366.2109375
1703316627000,1369.384765625,1703316170000,1336.42578125
1703316807000,1321.044921875,1703316890000,1325.439453125
1703316987000,1315.4296875,1703317070000,1344.970703125
1703317167000,1453.125,1703317250000,1328.61328125
1703317347000,1398.681640625,1703317430000,1355.712890625
1703317527000,1469.970703125,1703317610000,1341.064453125
1703317707000,1329.833984375,1703317790000,1324.462890625
1703317887000,1326.904296875,1703317970000,1331.54296875
1703318067000,1488.525390625,1703318150000,1352.05078125
1703318247000,1334.47265625,1703318330000,1339.35546875
1703318427000,1385.498046875,1703318510000,1332.51953125
1703318607000,1337.890625,1703318690000,1293.9453125
1703318787000,1359.86328125,1703318870000,1315.185546875
1703318967000,1434.326171875,1703319050000,1326.66015625
1703319147000,1369.384765625,1703319230000,1343.994140625
1703319327000,1383.30078125,1703319410000,1335.44921875
1703319507000,1494.62890625,1703319590000,1319.580078125
1703319687000,1333.984375,1703319770000,1346.923828125
1703319867000,1386.71875,1703319950000,1350.5859375
1703320047000,1414.794921875,1703320130000,1347.16796875
1703320226000,1431.396484375,1703320310000,1358.642578125
1703320406000,1370.60546875,1703320490000,1352.783203125
1703320586000,1339.111328125,1703320670000,1343.994140625
1703320766000,1440.673828125,1703320850000,1333.0078125
1703320946000,1473.876953125,1703321029000,1359.375
1703321126000,1404.78515625,1703321209000,1325.439453125
1703321306000,1352.294921875,1703321389000,1359.619140625
1703321486000,1396.97265625,1703321569000,1334.47265625
1703321666000,1323.2421875,1703321749000,1305.17578125
1703321846000,1415.0390625,1703321929000,1349.365234375
1703322026000,1372.0703125,1703322109000,1354.00390625
1703322206000,1414.0625,1703322289000,1334.228515625
1703322386000,1365.234375,1703322469000,1345.21484375
1703322566000,1366.455078125,1703322649000,1350.09765625
1703322746000,1385.498046875,1703322829000,1346.923828125
1703322926000,1448.73046875,1703323009000,1333.984375
1703323106000,1405.76171875,1703323189000,1380.859375
1703323286000,1372.55859375,1703323369000,1349.365234375
1703323466000,1349.12109375,1703323549000,1358.3984375
1703323646000,1367.919921875,1703323729000,1311.03515625
1703323826000,1341.552734375,1703323909000,1321.044921875
1703324006000,1419.189453125,1703324089000,1358.88671875
1703324186000,1403.80859375,1703324269000,1354.736328125
1703324366000,1365.72265625,1703324449000,1306.884765625
1703324546000,1373.291015625,1703324629000,1343.505859375
1703324726000,1412.59765625,1703324809000,1322.021484375
1703324906000,1325.1953125,1703324989000,1338.623046875
1703325086000,1366.69921875,1703325169000,1355.712890625
1703325266000,1359.130859375,1703325349000,1349.853515625
1703325446000,1371.58203125,1703325529000,1350.341796875
1703325626000,1369.873046875,1703325709000,1304.6875
1703325806000,1462.890625,1703325889000,1341.064453125
1703325986000,1357.177734375,1703326069000,1345.21484375
1703326166000,1424.31640625,1703326249000,1304.931640625
1703326346000,1454.58984375,1703326429000,1319.091796875
1703326526000,1345.21484375,1703326610000,1324.951171875
1703326706000,1402.34375,1703326654000,1324.951171875
1703326887000,1374.0234375,1703326834000,1329.58984375
1703326931000,1374.0234375,1703327014000,1296.142578125
1703327111000,1390.380859375,1703327194000,1326.904296875
1703327291000,1436.767578125,1703327374000,1341.064453125
1703327471000,1467.041015625,1703327554000,1379.150390625
1703327651000,1318.115234375,1703327734000,1323.2421875
1703327831000,1369.873046875,1703327914000,1329.833984375
1703328011000,1423.828125,1703328094000,1333.984375
1703328191000,1373.779296875,1703328274000,1314.208984375
1703328371000,1413.0859375,1703328454000,1325.439453125
1703328551000,1335.9375,1703328634000,1323.73046875
1703328731000,1393.798828125,1703328814000,1349.853515625
1703328911000,1394.04296875,1703328994000,1327.392578125
1703329091000,1354.00390625,1703329174000,1336.42578125
1703329271000,1373.53515625,1703329354000,1335.205078125
1703329451000,1396.97265625,1703329534000,1313.720703125
1703329631000,1390.380859375,1703329714000,1309.814453125
