date,amplitude
1701935693000,0.197021484375
1701936278000,0.226806640625
1701936908000,0.216552734375
1701937493000,0.183349609375
1701938078000,0.184326171875
1701938708000,0.193115234375
1701939293000,0.17578125
1701939878000,0.209228515625
1701940508000,0.1748046875
1701941093000,0.216064453125
1701941678000,0.188720703125
1701942308000,0.213623046875
1701942893000,0.208251953125
1701943478000,0.182373046875
1701944108000,0.187744140625
1701944693000,0.20947265625
1701945278000,0.192138671875
1701945908000,0.206298828125
1701946493000,0.181396484375
1701947123000,0.189697265625
1701947708000,0.2158203125
1701948023000,1.17626953125
1701948203000,0.943359375
1701948383000,0.9404296875
1701948563000,0.975830078125
1701948743000,0.834716796875
1701948923000,0.94091796875
1701949103000,0.947021484375
1701949283000,1.074462890625
1701949463000,0.99951171875
1701949643000,0.881591796875
1701949823000,0.869384765625
1701950003000,0.738037109375
1701950183000,1.082763671875
1701950363000,0.9345703125
1701950543000,1.032958984375
1701950723000,1.01708984375
1701950903000,1.005126953125
1701951083000,0.9560546875
1701951263000,1.04052734375
1701951443000,1.019287109375
1701951623000,0.9658203125
1701951803000,1.02587890625
1701951983000,1.310302734375
1701952163000,1.173583984375
1701952343000,0.984619140625
1701952523000,0.97265625
1701952703000,0.848876953125
1701952883000,1.152587890625
1701953063000,0.898681640625
1701953243000,0.927001953125
1701953423000,0.8427734375
1701953603000,1.0703125
1701953783000,1.046630859375
1701953963000,1.02392578125
1701954143000,0.937744140625
1701954323000,1.0927734375
1701954503000,1.135009765625
1701954683000,0.18994140625
1701954863000,0.183837890625
1701955043000,0.212646484375
1701955223000,0.216552734375
1701955403000,0.196044921875
1701955582000,0.22900390625
1701955762000,0.1953125
1701955942000,0.1962890625
1701956122000,0.194580078125
1701956302000,0.21337890625
1701956482000,0.210693359375
1701956662000,0.19970703125
1701956842000,0.18896484375
1701957022000,0.18359375
1701957202000,0.203125
1701957382000,0.224365234375
1701957562000,0.18603515625
1701957742000,0.195068359375
1701957922000,0.19970703125
1701958102000,0.1943359375
1701958282000,0.19384765625
1701958462000,0.1875
1701958642000,0.21630859375
1701958822000,0.202880859375
1701959002000,0.19921875
1701959182000,0.248046875
1701959362000,0.188232421875
1701959453000,0.2021484375
1701959587000,0.2021484375
1701959767000,0.196533203125
1701959947000,0.192626953125
1701960127000,0.2021484375
1701960307000,0.197021484375
1701960487000,0.194580078125
1701960667000,0.18896484375
1701960847000,0.216552734375
1701961027000,0.21435546875
1701961207000,0.17333984375
1701961387000,0.21484375
1701961567000,0.193359375
1701961747000,0.197265625
1701961927000,0.201171875
1701962107000,0.205078125
1701962287000,0.22314453125
1701962467000,0.21630859375
1701962647000,0.19873046875
1701962827000,0.184326171875
1701963007000,0.192138671875
1701963187000,0.244873046875
1701963367000,0.230712890625
1701963547000,0.210205078125
1701963727000,0.1953125
1701963907000,0.205078125
1701964087000,0.1884765625
1701964267000,0.206298828125
1701964447000,0.17919921875
1701964627000,0.202392578125
1701964807000,0.19091796875
1701964987000,0.199462890625
1701965167000,0.209716796875
1701965347000,0.208251953125
1701965527000,0.20703125
1701965707000,0.208984375
1701965887000,0.18359375
1701966067000,0.199462890625
1701966247000,0.179931640625
1701966427000,0.1982421875
1701966607000,0.189208984375
1701966787000,0.17822265625
1701966967000,0.1796875
1701967147000,0.1875
1701967327000,0.19482421875
1701967507000,0.22998046875
1701967687000,0.185546875
1701967867000,0.201171875
1701968047000,0.196533203125
1701968227000,0.176025390625
1701968407000,0.21142578125
1701968587000,0.19189453125
1701968767000,0.187744140625
1701968947000,0.195068359375
1701969127000,0.188232421875
1701969307000,0.229736328125
1701969487000,0.22314453125
1701969667000,0.19384765625
1701969847000,0.192138671875
1701970027000,0.1875
1701970207000,0.185302734375
1701970387000,0.230712890625
1701970567000,0.19482421875
1701970747000,0.209716796875
1701970927000,0.169189453125
1701971017000,0.222412109375
1701971152000,0.222412109375
1701971332000,0.20166015625
1701971512000,0.1767578125
1701971692000,0.18408203125
1701971872000,0.190185546875
1701972052000,0.205078125
1701972232000,0.1728515625
1701972412000,0.182861328125
1701972592000,0.201904296875
1701972772000,0.218017578125
1701972952000,0.1962890625
1701973132000,0.2314453125
1701973312000,0.2119140625
1701973492000,0.201416015625
1701973672000,0.18994140625
1701973852000,0.190673828125
1701974032000,0.195556640625
1701974212000,0.18115234375
1701974392000,0.18359375
1701974572000,0.212646484375
1701974752000,0.21484375
1701974932000,0.17822265625
1701975112000,0.202392578125
1701975292000,0.186279296875
1701975472000,0.1962890625
1701975652000,0.197021484375
1701975832000,0.188720703125
1701976012000,0.19580078125
1701976192000,0.197265625
1701976372000,0.20166015625
1701976552000,0.2109375
1701976732000,0.191650390625
1701976912000,0.205078125
1701977092000,0.216796875
1701977272000,0.2021484375
1701977452000,0.22314453125
1701977632000,0.208251953125
1701977812000,0.184326171875
1701977992000,0.194580078125
1701978172000,0.191650390625
1701978352000,0.2041015625
1701978532000,0.1689453125
1701978712000,0.19921875
1701978892000,0.213623046875
1701979072000,0.200927734375
1701979252000,0.22314453125
1701979432000,0.189208984375
1701979612000,0.18701171875
1701979792000,0.19921875
1701979972000,0.211181640625
1701980152000,0.1865234375
1701980332000,0.1875
1701980512000,0.199462890625
1701980692000,0.203857421875
1701980872000,0.208251953125
1701981052000,0.205322265625
1701981232000,0.205810546875
1701981412000,0.185791015625
1701981592000,0.198974609375
1701981772000,0.201904296875
1701981952000,0.193359375
1701982132000,0.1884765625
1701982312000,0.206298828125
1701982492000,0.199951171875
1701982672000,0.201171875
1701982852000,0.1904296875
1701983032000,0.202880859375
1701983212000,0.18359375
1701983392000,0.191650390625
1701983572000,0.199951171875
1701983752000,0.193603515625
1701983932000,0.19091796875
1701984112000,0.1962890625
1701984292000,0.1708984375
1701984472000,0.20947265625
1701984652000,0.254150390625
1701984832000,0.1982421875
1701985012000,0.20166015625
1701985192000,0.19482421875
1701985372000,0.1953125
1701985552000,0.210693359375
1701985732000,0.201171875
1701985912000,0.197265625
1701986092000,0.18359375
1701986272000,0.194091796875
1701986452000,0.194091796875
1701986632000,0.173828125
1701986812000,0.2119140625
1701986992000,0.171875
1701987172000,0.18115234375
1701987352000,0.18212890625
1701987532000,0.19873046875
1701987712000,0.212646484375
1701987892000,0.207763671875
1701988072000,0.21142578125
1701988252000,0.18017578125
1701988432000,0.1962890625
1701988612000,0.21142578125
1701988792000,0.205322265625
1701988972000,0.1962890625
1701989152000,0.18994140625
1701989332000,0.1875
1701989512000,0.20361328125
1701989692000,0.197509765625
1701989872000,0.199951171875
